TITLE     = "CAVITY"
VARIABLES = "X"
"Y"
"U1"
"U2"
ZONE T="Slc: X=3"
 STRANDID=0, SOLUTIONTIME=0
 Nodes=134, Elements=133, ZONETYPE=FELineSeg
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 3.000000000E+000 9.850088358E-001 3.838318214E-002 8.308596443E-005
 3.000001431E+000 1.499999966E-002 4.468959197E-002 2.689353551E-006
 3.000000000E+000 9.550264478E-001 1.126166284E-001 5.496769445E-004
 3.000001431E+000 4.500000179E-002 1.302079856E-001 8.433532457E-006
 3.000001431E+000 7.500000298E-002 2.105807215E-001 7.644601283E-006
 3.000000000E+000 9.250441194E-001 1.832828522E-001 1.391395577E-003
 3.000001431E+000 1.049999967E-001 2.858354449E-001 -8.821899428E-006
 3.000000000E+000 8.950617313E-001 2.505378127E-001 2.497996436E-003
 3.000001431E+000 1.350000054E-001 3.560078442E-001 -4.006396921E-005
 3.000000000E+000 8.650793433E-001 3.145353198E-001 3.765913425E-003
 3.000000000E+000 8.350970149E-001 3.753850162E-001 5.092744250E-003
 3.000001431E+000 1.650000066E-001 4.211342037E-001 -7.543780521E-005
 3.000001431E+000 1.949999928E-001 4.812375307E-001 -9.413552471E-005
 3.000000000E+000 8.051146269E-001 4.331169724E-001 6.381934043E-003
 3.000000000E+000 7.751322985E-001 4.876561761E-001 7.546283305E-003
 3.000001431E+000 2.249999940E-001 5.363092422E-001 -6.684632535E-005
 3.000001431E+000 2.550031841E-001 5.862948895E-001 4.094928227E-005
 3.000000000E+000 7.451499104E-001 5.388090014E-001 8.511796594E-003
 3.000000000E+000 7.151612639E-001 5.862733722E-001 9.221175686E-003
 3.000000000E+000 2.850290835E-001 6.310952306E-001 2.645170025E-004
 3.000000000E+000 6.851313710E-001 6.296792030E-001 9.636272676E-003
 3.000000000E+000 3.151477575E-001 6.705852747E-001 6.354122306E-004
 3.000000000E+000 3.454594314E-001 7.045505047E-001 1.177534345E-003
 3.000000000E+000 6.549835801E-001 6.686083078E-001 9.738097899E-003
 3.000000000E+000 6.246318817E-001 7.025552392E-001 9.525585920E-003
 3.000000000E+000 3.760463297E-001 7.326257825E-001 1.902217045E-003
 3.000000000E+000 5.940205455E-001 7.309120893E-001 9.015857242E-003
 3.000000000E+000 4.069327116E-001 7.543093562E-001 2.802613424E-003
 3.000000000E+000 4.380700588E-001 7.690570354E-001 3.849438159E-003
 3.000000000E+000 5.631290674E-001 7.530272007E-001 8.244991302E-003
 3.000000000E+000 5.319855213E-001 7.682774067E-001 7.267832290E-003
 3.000000000E+000 4.693579078E-001 7.764216065E-001 4.990492947E-003
 3.000000000E+000 5.006910563E-001 7.761619687E-001 6.156174932E-003
 3.000000000E+000 9.700176120E-001 7.593926042E-002 2.640717139E-004
 3.000001431E+000 2.999999933E-002 8.777062595E-002 5.435508228E-006
 3.000000000E+000 9.400352836E-001 1.483718455E-001 9.320482495E-004
 3.000001431E+000 5.999999866E-002 1.707141846E-001 8.685588909E-006
 3.000001431E+000 9.000000358E-002 2.485253364E-001 7.251877321E-008
 3.000000000E+000 9.100528955E-001 2.173125446E-001 1.918805530E-003
 3.000001431E+000 1.199999973E-001 3.212360144E-001 -2.437464354E-005
 3.000000000E+000 8.800705671E-001 2.829219699E-001 3.118755994E-003
 3.000001431E+000 1.500000060E-001 3.888829648E-001 -5.896717266E-005
 3.000000000E+000 8.500881791E-001 3.453364670E-001 4.428298213E-003
 3.000000000E+000 8.201057911E-001 4.046297371E-001 5.747566000E-003
 3.000001431E+000 1.800000072E-001 4.514969289E-001 -8.790801803E-005
 3.000001431E+000 2.099999934E-001 5.090863705E-001 -8.596476255E-005
 3.000000000E+000 7.901234627E-001 4.607816935E-001 6.984204985E-003
 3.000000000E+000 7.601410747E-001 5.136588216E-001 8.057176135E-003
 3.000001431E+000 2.400007844E-001 5.616196394E-001 -2.095119999E-005
 3.000000477E+000 2.663909197E-001 6.035363078E-001 1.178616949E-004
 3.000000000E+000 2.700108886E-001 6.090170741E-001 1.423103531E-004
 3.000000000E+000 7.301579118E-001 5.630088449E-001 8.900418878E-003
 3.000000000E+000 7.001591325E-001 6.084861755E-001 9.465990588E-003
 3.000000000E+000 3.000714183E-001 6.511653066E-001 4.374623531E-004
 3.000000000E+000 6.700879335E-001 6.496983767E-001 9.725472890E-003
 3.000000000E+000 3.302719891E-001 6.879050136E-001 8.924276335E-004
 3.000000000E+000 3.607142866E-001 7.189587951E-001 1.525235246E-003
 3.000000000E+000 6.398517489E-001 6.861926913E-001 9.668771178E-003
 3.000000000E+000 6.093755960E-001 7.174021006E-001 9.303519502E-003
 3.000000000E+000 3.914529681E-001 7.438911796E-001 2.338531893E-003
 3.000000000E+000 5.786235929E-001 7.426775098E-001 8.656403050E-003
 3.000000000E+000 4.224732816E-001 7.621739507E-001 3.314547008E-003
 3.000000000E+000 4.537019432E-001 7.733060122E-001 4.412941635E-003
 3.000000000E+000 5.475935340E-001 7.613715529E-001 7.773518097E-003
 3.000000000E+000 5.163507462E-001 7.729148269E-001 6.719489582E-003
 3.000000000E+000 4.850239456E-001 7.769299150E-001 5.572622176E-003
 3.000000000E+000 1.000000000E+000 0.000000000E+000 0.000000000E+000
 3.000000000E+000 9.920634627E-001 2.040878870E-002 3.685767297E-005
 3.000000000E+000 9.779542089E-001 5.614287406E-002 1.552468457E-004
 3.000000000E+000 9.620810747E-001 9.549417347E-002 4.016409221E-004
 3.000000000E+000 0.000000000E+000 0.000000000E+000 0.000000000E+000
 3.000001431E+000 1.499850024E-002 4.468515515E-002 2.689014991E-006
 3.000001431E+000 1.500149909E-002 4.469396546E-002 2.689747134E-006
 3.000001431E+000 4.499850050E-002 1.302037984E-001 8.433004950E-006
 3.000000000E+000 9.479718208E-001 1.295316517E-001 7.200660184E-004
 3.000000000E+000 9.320987463E-001 1.669806093E-001 1.164810383E-003
 3.000001431E+000 4.500150308E-002 1.302120984E-001 8.434042684E-006
 3.000001431E+000 7.499850541E-002 2.105768025E-001 7.644434845E-006
 3.000001431E+000 7.500150055E-002 2.105845809E-001 7.644661309E-006
 3.000001431E+000 1.049984992E-001 2.858317792E-001 -8.821433767E-006
 3.000000000E+000 9.179894924E-001 1.993874758E-001 1.633698819E-003
 3.000000000E+000 9.021163583E-001 2.350173742E-001 2.218063921E-003
 3.000001431E+000 1.050014943E-001 2.858390510E-001 -8.822425116E-006
 3.000001431E+000 1.349985003E-001 3.560044169E-001 -4.006305244E-005
 3.000000000E+000 8.880071044E-001 2.658699751E-001 2.787559060E-003
 3.000000000E+000 8.721339703E-001 2.997630537E-001 3.457328537E-003
 3.000001431E+000 1.350015104E-001 3.560111821E-001 -4.006477320E-005
 3.000001431E+000 1.649985015E-001 4.211310446E-001 -7.543710672E-005
 3.000000000E+000 8.580247164E-001 3.291258216E-001 4.078106489E-003
 3.000000000E+000 8.421516418E-001 3.613411486E-001 4.779411014E-003
 3.000000000E+000 8.280423880E-001 3.892485797E-001 5.404044874E-003
 3.000000000E+000 8.121692538E-001 4.198034406E-001 6.086059846E-003
 3.000001431E+000 1.650015116E-001 4.211373031E-001 -7.543808169E-005
 3.000001431E+000 1.949984878E-001 4.812346101E-001 -9.413618682E-005
 3.000001431E+000 1.950014979E-001 4.812403619E-001 -9.413403313E-005
